繁體	简体	吳拼	備註
窓	窗	tshaon1	
窻	窗	tshaon1	
創	创	tshaon1	創傷
堫	堫	tshaon1	
惝	惝	tshaon3	
漺	漺	tshaon3	
闖	闯	tshaon3	
傸	傸	tshaon3	
磢	磢	tshaon3	
創	创	tshaon5	開創
剏	创	tshaon5	
剙	创	tshaon5	
賶	賶	tshaon5	
䅮	䅮	tshaon5	
戧	戗	tshaon5	
愴	怆	tshaon5	
娼	娼	tshaon5	
唱	唱	tshaon5	
暢	畅	tshaon5	
鬯	鬯	tshaon5	
摐	𪭢	tshaon5	用棍棒等垂直擊物
刱	刱	tshaon5	
藏	藏	dzaon2	
蔵	藏	dzaon2	
常	常	dzaon2	
嫦	嫦	dzaon2	
鏛	鏛	dzaon2	
嘗	尝	dzaon2	未嘗
甞	尝	dzaon2	未嘗
鱨	鲿	dzaon2	
償	偿	dzaon2	文讀
徜	徜	dzaon2	
噇	噇	dzaon2	
幢	幢	dzaon6	
狀	状	dzaon6	形狀
藏	藏	dzaon6	
蔵	藏	dzaon6	
臟	脏	dzaon6	
臓	脏	dzaon6	
撞	撞	dzaon6	
𰤻	𰤻	dzaon6	⿱串皿。疊放
漴	漴	dzaon6	
霜	霜	saon1	
孀	孀	saon1	
礵	礵	saon1	
驦	骦	saon1	
鸘	鹴	saon1	
喪	丧	saon1	
桑	桑	saon1	
桒	桑	saon1	
顙	顙	saon1	䱀顙魚
鷞	鷞	saon1	
雙	双	saon1	
商	商	saon1	文讀
熵	熵	saon1	熱力學用字
墒	墒	saon1	
傷	伤	saon1	
殤	殇	saon1	
觴	觞	saon1	
舂	舂	saon1	把東西放在石臼或乳缽裏搗去皮殼或搗碎
螪	螪	saon1	
蔏	蔏	saon1	
摏	摏	saon1	
滳	滳	saon1	
𩥫	𩥫	saon1	
騻	𫘭	saon1	
䉶	𫁷	saon1	
艭	艭	saon1	
慯	慯	saon1	
禓	禓	saon1	
磉	磉	saon3	
嗓	嗓	saon3	
爽	爽	saon3	
塽	塽	saon3	
漺	漺	saon3	
鷞	鷞	saon3	
賞	赏	saon3	
償	偿	saon3	又音
䫪	䫪	saon3	
𥱶	𥱶	saon3	
㩳	㧐	saon3	
𧴅	𧴅	saon3	
樉	樉	saon3	
搡	搡	saon5	
喪	丧	saon5	
㦼	㦼	saon5	
慯	慯	saon5	
珦	珦	saon5	
牀	床	zaon2	
床	床	zaon2	
疒	疒	zaon2	
裳	裳	zaon2	
嘗	尝	zaon2	嘗鹹淡
嚐	尝	zaon2	嚐鹹淡
甞	尝	zaon2	嚐鹹淡
鋿	鋿	zaon2	
上	上	zaon6	
丄	上	zaon6	
狀	状	zaon6	狀子
晌	晌	zaon6	俗字。較短的一段時間
昨	昨	zaon6	僅限於「昨末」等詞
尚	尚	zaon6	
尙	尚	zaon6	
緔	绱	zaon6	鞝鞋
鞝	绱	zaon6	鞝鞋
缸	缸	kaon1	
豇	豇	kaon1	
扛	扛	kaon1	又音 共同用手或肩膀搬東西
摃	扛	kaon1	又音 共同用手或肩膀搬東西
鋼	钢	kaon1	
剛	刚	kaon1	
綱	纲	kaon1	
疘	肛	kaon1	
肛	肛	kaon1	
釭	釭	kaon1	
矼	矼	kaon1	
岡	冈	kaon1	
崗	岗	kaon1	
江	江	kaon1	白讀
茳	茳	kaon1	
罡	罡	kaon1	
牨	牨	kaon1	
堈	堈	kaon1	
堽	堽	kaon1	
犅	犅	kaon1	
掆	㧏	kaon1	
笐	笐	kaon1	
苀	苀	kaon1	
迒	迒	kaon1	
玒	玒	kaon1	
講	讲	kaon3	白讀
港	港	kaon3	
耩	耩	kaon3	
槓	杠	kaon5	杠箱
杠	杠	kaon5	杠箱
降	降	kaon5	僅限於「霜降」
掆	㧏	kaon5	
洚	洚	kaon5	
康	康	khaon1	
糠	糠	khaon1	
穅	糠	khaon1	
粇	糠	khaon1	
躿	躿	khaon1	
槺	槺	khaon1	
鱇	𩾌	khaon1	
漮	漮	khaon1	
抗	抗	khaon1	
炕	炕	khaon1	
匟	炕	khaon1	
忼	忼	khaon1	
䴚	䴚	khaon1	
魧	魧	khaon1	
㰠	㰠	khaon1	
吭	吭	khaon1	
殼	壳	khaon1	又音 僅限於「紫殼蟹」
殻	壳	khaon1	又音 僅限於「紫殼蟹」
邟	邟	khaon1	
懬	懬	khaon3	
亢	亢	khaon5	
伉	伉	khaon5	
囥	囥	khaon5	
閌	闶	khaon5	
犺	犺	khaon5	
阬	阬	khaon5	
慷	慷	khaon5	
鈧	钪	khaon5	化學元素
砊	砊	khaon5	
蚢	蚢	khaon5	
邟	邟	khaon5	
扛	扛	gaon2	共同用手或肩膀搬東西
摃	扛	gaon2	共同用手或肩膀搬東西
槓	杠	gaon2	
杠	杠	gaon2	
㽘	㽘	gaon2	地㽘
戇	戆	gaon6	戇大
摃	扛	gaon6	擱置於上；一般指臨時擱置一下或指擱在不很適宜的地方等
扛	扛	gaon6	擱置於上；一般指臨時擱置一下或指擱在不很適宜的地方等
卬	卬	ngaon2	
昂	昂	ngaon2	
枊	枊	ngaon2	
枊	枊	ngaon6	
炕	炕	haon1	朗炕
啌	啌	haon1	
谾	谾	haon1	
汻	汻	haon3	
絎	绗	ghaon2	用針縫衣被等使固定不移動，針腳較長
昂	昂	ghaon2	
降	降	ghaon2	投降
行	行	ghaon2	銀行
筕	筕	ghaon2	
航	航	ghaon2	
杭	杭	ghaon2	
抗	抗	ghaon2	承受
貥	貥	ghaon2	
頏	颃	ghaon2	
沆	沆	ghaon2	
咉	咉	ghaon2	用於應答
衖	衖	ghaon2	
夅	夅	ghaon2	
栙	栙	ghaon2	
缻	缻	ghaon2	
跭	跭	ghaon2	
胻	胻	ghaon2	
苀	苀	ghaon2	
蚢	蚢	ghaon2	
迒	迒	ghaon2	
邟	邟	ghaon2	
洚	洚	ghaon2	
項	项	ghaon6	
𢠷	𢠷	ghaon6	
澒	澒	ghaon6	
缿	缿	ghaon6	
蚢	蚢	ghaon6	
巷	巷	ghaon6	
笐	笐	ghaon6	
骯	肮	aon1	
肮	肮	aon1	
盎	盎	aon1	
𣖮	𣖮	aon1	
怏	怏	aon1	犯怏
䱀	𫚐	aon1	䱀顙魚
咉	咉	aon1	用於應答
佒	佒	aon1	
眏	眏	aon1	
姎	姎	aon1	
胦	胦	aon1	
䇦	䇦	aon3	
坱	坱	aon3	
軮	軮	aon3	
姎	姎	aon3	
醠	醠	aon3	
駚	𩧫	aon3	
慃	慃	aon3	
醠	醠	aon5	
光	光	kuaon1	
胱	胱	kuaon1	
洸	洸	kuaon1	
姯	姯	kuaon1	
硄	硄	kuaon1	
輄	𨐈	kuaon1	
咣	咣	kuaon1	
桄	桄	kuaon1	
垙	垙	kuaon1	
灮	灮	kuaon1	
珖	珖	kuaon1	
茪	茪	kuaon1	
僙	僙	kuaon1	
侊	侊	kuaon1	
廣	广	kuaon3	
広	广	kuaon3	
獷	犷	kuaon3	
穬	穬	kuaon3	
鄺	邝	kuaon3	
臩	臩	kuaon3	
迋	迋	kuaon3	
杠	杠	kuaon5	杠棍
誑	诳	kuaon5	
臦	臦	kuaon5	
匡	匡	khuaon1	
筐	筐	khuaon1	
框	框	khuaon1	
眶	眶	khuaon1	
劻	劻	khuaon1	
恇	恇	khuaon1	
洭	洭	khuaon1	
哐	哐	khuaon1	
邼	邼	khuaon1	
軭	軭	khuaon1	
夼	夼	khuaon3	
懬	懬	khuaon3	
爌	爌	khuaon3	
曠	旷	khuaon5	
礦	矿	khuaon5	
鑛	矿	khuaon5	
鉱	矿	khuaon5	
壙	圹	khuaon5	
矌	矌	khuaon5	
纊	纩	khuaon5	
爌	爌	khuaon5	
狂	狂	guaon2	
鵟	𫛭	guaon2	
軖	軖	guaon2	
軭	軭	guaon2	
逛	逛	guaon6	
俇	俇	guaon6	
滉	滉	guaon6	
誆	诓	guaon6	
荒	荒	huaon1	
慌	慌	huaon1	
㡆	㡆	huaon1	
𦃑	𦃑	huaon1	
㬻	㬻	huaon1	
巟	巟	huaon1	
衁	衁	huaon1	
肓	肓	huaon1	
嚝	嚝	huaon1	
諻	諻	huaon1	
况	况	huaon1	
況	况	huaon1	
謍	謍	huaon1	
鄺	邝	huaon1	
恍	恍	huaon3	
怳	恍	huaon3	
皝	皝	huaon3	
晃	晃	huaon3	
幌	幌	huaon3	
謊	谎	huaon3	
爌	爌	huaon3	
詤	詤	huaon3	
貺	贶	huaon5	
王	王	waon2	
彺	彺	waon2	
蚟	蚟	waon2	
黃	黄	waon2	
黄	黄	waon2	
簧	簧	waon2	
璜	璜	waon2	
潢	潢	waon2	
蟥	蟥	waon2	
磺	磺	waon2	
𨝴	𨝴	waon2	
獚	獚	waon2	
鐄	𨱑	waon2	
皇	皇	waon2	
蝗	蝗	waon2	
惶	惶	waon2	
湟	湟	waon2	
凰	凰	waon2	
隍	隍	waon2	
遑	遑	waon2	
徨	徨	waon2	
煌	煌	waon2	
篁	篁	waon2	
㾮	㾮	waon2	
喤	喤	waon2	
媓	媓	waon2	
鰉	鳇	waon2	
艎	艎	waon2	
偟	偟	waon2	
瑝	瑝	waon2	
鍠	锽	waon2	
堭	堭	waon2	
崲	崲	waon2	
癀	癀	waon2	
葟	葟	waon2	
餭	𫗮	waon2	
騜	𫘩	waon2	
鱑	鱑	waon2	
彋	彋	waon2	
韹	韹	waon2	
卝	卝	waon6	
澋	澋	waon6	
榥	榥	waon6	
櫎	櫎	waon6	
暀	暀	waon6	
旺	旺	waon6	
滉	滉	waon6	
䌙	䌙	waon6	
迋	迋	waon6	
望	望	uaon1	僅限於「張記望記」一詞
朢	望	uaon1	僅限於「張記望記」一詞
汪	汪	uaon1	
𥆚	𥆚	uaon1	
尢	尢	uaon1	
尪	尪	uaon1	
尩	尪	uaon1	
尣	尣	uaon1	
往	往	uaon3	
徃	往	uaon3	
黃	黄	uaon3	「黃」在「蟹黃」、「蛋黃」、「卵黃」中讀零聲母陰上調
黄	黄	uaon3	「黃」在「蟹黃」、「蛋黃」、「卵黃」中讀零聲母陰上調
奣	奣	uaon3	
浻	浻	uaon3	
瀇	㲿	uaon3	
曂	曂	uaon5	曂亮
枉	枉	uaon5	
降	降	ciaon5	降落傘
搬	搬	pun1	
䉽	䉽	pun3	
粄	粄	pun3	
半	半	pun5	
𩢔	𩢔	pun5	
靽	靽	pun5	
潘	潘	phun1	
番	番	phun1	番禺
𧺾	𧺾	phun3	
半	半	phun5	僅限於「半個」
判	判	phun5	
泮	泮	phun5	
拚	拚	phun5	
牉	牉	phun5	
𠯘	𠯘	phun5	
詊	𫟟	phun5	
冸	冸	phun5	
沜	沜	phun5	
眫	眫	phun5	
頖	頖	phun5	
盤	盘	bun2	
蟠	蟠	bun2	
磐	盘	bun2	
幋	幋	bun2	
槃	槃	bun2	
鞶	鞶	bun2	
蹣	蹒	bun2	
叛	叛	bun2	
𥑍	𥑍	bun2	
柈	柈	bun2	
磻	磻	bun2	
縏	縏	bun2	
鎜	鎜	bun2	
耙	耙	bun2	又音 僅限於「火耙」
婆	婆	bun2	兒化
媻	媻	bun2	
搫	搫	bun2	
鉡	鉡	bun6	
伴	伴	bun6	
拌	拌	bun6	
秚	秚	bun6	
絆	绊	bun6	
怑	怑	bun6	
畔	畔	bun6	
坢	坢	bun6	
姅	姅	bun6	
𨒃	𨒃	bun6	躲藏
瞞	瞒	mun2	
饅	馒	mun2	
䊡	䊡	mun2	同「饅」
鰻	鳗	mun2	
𧜞	𧜞	mun2	
鞔	鞔	mun2	
顢	颟	mun2	
悗	悗	mun2	
慲	慲	mun2	
槾	槾	mun2	
樠	𣗊	mun2	
芇	芇	mun2	
鬗	鬗	mun2	
滿	满	mun6	
満	满	mun6	
漫	漫	mun6	水漲；淹沒
蟎	螨	mun6	
鏋	鏋	mun6	
㒼	㒼	mun6	將孔、縫等用物填封
墁	墁	mun6	泥墁
鏝	镘	mun6	泥鏝板
縵	缦	mun6	
謾	谩	mun6	
獌	獌	mun6	
官	官	kun1	
棺	棺	kun1	
倌	倌	kun1	
涫	涫	kun1	
觀	观	kun1	
観	观	kun1	
𥷬	𥷬	kun1	
冠	冠	kun1	
蒄	蒄	kun1	化學用字
悹	悹	kun1	
館	馆	kun3	
舘	馆	kun3	
管	管	kun3	
筦	管	kun3	
琯	琯	kun3	
痯	痯	kun3	
輨	𫐑	kun3	
䩪	䩪	kun3	
錧	錧	kun3	
脘	脘	kun3	
莞	莞	kun3	東莞
䘾	䘾	kun3	
悹	悹	kun3	
盥	盥	kun5	
雚	雚	kun5	
爟	爟	kun5	
鸛	鹳	kun5	
灌	灌	kun5	
罐	罐	kun5	
鑵	罐	kun5	
毌	毌	kun5	
貫	贯	kun5	
冠	冠	kun5	冠軍
觀	观	kun5	寺觀
巏	巏	kun5	
悺	悺	kun5	
樌	樌	kun5	
瓘	瓘	kun5	
祼	祼	kun5	
遦	遦	kun5	
鏆	𨱌	kun5	
鱹	鱹	kun5	
個	个	kun5	兒化變讀 咋個
婠	婠	kun5	
悹	悹	kun5	
矔	矔	kun5	
寬	宽	khun1	
寛	宽	khun1	
髖	髋	khun1	
款	款	khun3	
欵	款	khun3	
窾	窾	khun3	
歀	歀	khun3	
梡	梡	khun3	
歡	欢	hun1	
歓	欢	hun1	
懽	欢	hun1	
驩	欢	hun1	
讙	讙	hun1	
𪈩	𪈩	hun1	
獾	獾	hun1	
犿	犿	hun1	
貛	貛	hun1	
酄	酄	hun1	
鴅	𫛝	hun1	
花	花	hun1	兒化音殘留，表小稱，愛稱，限「奶花」一詞
昏	昏	hun1	又音 僅限於「黃昏頭」
昬	昏	hun1	又音 僅限於「黃昏頭」
貆	貆	hun1	
奐	奂	hun5	
喚	唤	hun5	
渙	涣	hun5	
煥	焕	hun5	
瘓	痪	hun5	
嚾	嚾	hun5	
喛	喛	hun5	
丸	丸	wun2	
汍	汍	wun2	
紈	纨	wun2	
完	完	wun2	
浣	浣	wun2	
澣	浣	wun2	
垸	垸	wun2	
烷	烷	wun2	化學用字
綄	綄	wun2	
捖	捖	wun2	
𥹳	𥹳	wun2	
桓	桓	wun2	
萑	萑	wun2	
寏	寏	wun2	
狟	狟	wun2	
瓛	𤩽	wun2	
芄	芄	wun2	
荁	荁	wun2	
萈	萈	wun2	
豲	豲	wun2	
园	园	wun2	
峘	峘	wun2	
梡	梡	wun2	
絙	𫄠	wun2	
貆	貆	wun2	
晥	晥	wun6	
鋎	鋎	wun6	
𧚁	𧚁	wun6	
緩	缓	wun6	
嵈	嵈	wun6	
鰀	鰀	wun6	
梡	梡	wun6	
援	援	wun6	
換	换	wun6	
逭	逭	wun6	
漶	漶	wun6	
肒	肒	wun6	
妧	妧	wun6	
貦	貦	wun6	
腕	腕	un1	
剜	剜	un1	
豌	豌	un1	
蜿	蜿	un1	
婠	婠	un1	
宛	宛	un3	
婉	婉	un3	
碗	碗	un3	
椀	碗	un3	
盌	碗	un3	
琬	琬	un3	
踠	踠	un3	
涴	涴	un3	
菀	菀	un3	
皖	皖	un3	
莞	莞	un3	莞爾
惋	惋	un5	
捥	捥	un5	
睕	睕	un5	
畚	畚	pen1	
賁	贲	pen1	
錛	锛	pen1	
本	本	pen3	
苯	苯	pen3	化學用字
撥俉	拨俉	pen3	合音
撥爾	拨尔	pen3	合音
撥你	拨你	pen3	合音
奔	奔	pen5	
犇	奔	pen5	
逩	奔	pen5	
倴	倴	pen5	
崩	崩	pen5	文讀
噴	喷	phen1	
烹	烹	phen1	文讀
澎	澎	phen1	
歕	歕	phen1	
濆	𣸣	phen1	
皏	皏	phen3	
翉	翉	phen3	
噴	喷	phen5	噴香
歕	歕	phen5	
盆	盆	ben2	
湓	湓	ben2	
㖹	㖹	ben2	
坌	坌	ben2	撥開（土、灰等爛泥）
瓫	瓫	ben2	
硼	硼	ben2	化學元素
葐	葐	ben2	
体	体	ben6	
獖	獖	ben6	
笨	笨	ben6	
門	门	men2	
們	们	men2	
悶	闷	men2	牛羊等不會生育
鍆	钔	men2	化學元素
菛	菛	men2	
盟	盟	men2	
萌	萌	men2	
蚊	蚊	men2	白讀
螡	蚊	men2	白讀
蟁	蚊	men2	白讀
汶	汶	men2	
蜈	蜈	men2	白讀
氓	氓	men2	古代稱民
甿	甿	men2	
甍	甍	men2	
亹	亹	men2	
璊	𫞩	men2	
虋	虋	men2	
明	明	men2	僅限於「明朝」
怋	怋	men2	
樠	𣗊	men2	
鼆	鼆	men6	
懣	懑	men6	
問	问	men6	白讀
捫	扪	men6	
𠵘	𠵘	men6	
悶	闷	mhen5	
燜	焖	mhen5	
捫	扪	mhen5	又音
分	分	fen1	
芬	芬	fen1	
紛	纷	fen1	
吩	吩	fen1	化學用字
酚	酚	fen1	化學用字
馚	馚	fen1	
棻	棻	fen1	
𦐈	𦐈	fen1	
衯	衯	fen1	
帉	帉	fen1	拖帉 又音
𢁥	𢁥	fen1	拖帉 又音
玢	玢	fen1	賽璐玢
餴	餴	fen1	
饙	饙	fen1	
鋒	锋	fen1	僅限於「鋒快」
砏	砏	fen1	
粉	粉	fen3	
黺	黺	fen3	
魵	𫚍	fen3	
奮	奋	fen5	
糞	粪	fen5	
僨	偾	fen5	
瀵	瀵	fen5	
魵	𫚍	fen5	
文	文	ven2	
墳	坟	ven2	
紋	纹	ven2	
蚊	蚊	ven2	文讀
螡	蚊	ven2	文讀
蟁	蚊	ven2	文讀
雯	雯	ven2	
炆	炆	ven2	
紊	紊	ven2	
玟	玟	ven2	
馼	𫘜	ven2	
彣	彣	ven2	
閿	阌	ven2	
鳼	𪉃	ven2	
聞	闻	ven2	
問	问	ven2	文讀
甮	甮	ven2	「勿用」的合音詞，表示勸阻或禁止
甭	甭	ven2	
焚	焚	ven2	
氛	氛	ven2	
雰	氛	ven2	
忿	忿	ven2	
汾	汾	ven2	
棼	棼	ven2	
鼢	鼢	ven2	
妢	妢	ven2	
枌	枌	ven2	
梤	梤	ven2	
羒	羒	ven2	
賁	贲	ven2	
蕡	蕡	ven2	
鐼	𫔁	ven2	
燌	燌	ven2	
羵	𫅗	ven2	
豶	豮	ven2	
馩	馩	ven2	
逢	逢	ven2	
鼖	鼖	ven2	
朌	朌	ven2	
橨	橨	ven2	
濆	𣸣	ven2	
肦	肦	ven2	
葐	葐	ven2	
蚡	蚡	ven2	
轒	轒	ven2	
魵	𫚍	ven2	
鳻	鳻	ven2	
闅	闅	ven2	
鼤	鼤	ven2	
抆	抆	ven6	
吻	吻	ven6	
脗	吻	ven6	
刎	刎	ven6	
鱝	鲼	ven6	
坋	坋	ven6	地坋
弅	弅	ven6	
膹	𪱥	ven6	
蚡	蚡	ven6	
轒	轒	ven6	
魵	𫚍	ven6	
勽	勽	ven6	
分	分	ven6	分量
份	份	ven6	
秎	秎	ven6	
憤	愤	ven6	
汶	汶	ven6	
莬	莬	ven6	
璺	璺	ven6	
脕	脕	ven6	
鼤	鼤	ven6	
登	登	ten1	
燈	灯	ten1	
瞪	瞪	ten1	
鐙	镫	ten1	
膯	膯	ten1	禽類的嗉囊
噔	噔	ten1	
𩍐	𩍐	ten1	
蹬	蹬	ten1	
簦	簦	ten1	
豋	豋	ten1	
䔲	䔲	ten1	
墱	墱	ten1	
䳾	䳾	ten1	
竳	竳	ten1	
㲪	㲪	ten1	
璒	璒	ten1	
敦	敦	ten1	
墩	墩	ten1	
墪	墩	ten1	
礅	礅	ten1	
䪃	䪃	ten1	
驐	驐	ten1	
𡼖	𡼖	ten1	
噋	噋	ten1	
蹲	蹲	ten1	
噸	吨	ten1	
弴	弴	ten1	
惇	惇	ten1	
等	等	ten3	
戥	戥	ten3	用手托着東西上下晃動來估量輕重
躉	趸	ten3	躉注
頂	顶	ten3	
盹	盹	ten3	
搭俉	搭俉	ten3	合音
搭爾	搭尔	ten3	合音
搭你	搭你	ten3	合音
頓	顿	ten5	
訰	訰	ten5	
凳	凳	ten5	
櫈	凳	ten5	
燉	炖	ten5	
敦	敦	ten5	①動詞：豎立；挺。②形容詞，直。
撉	撉	ten5	撉撉齊
濎	濎	ten5	又音，使水中雜質沉澱下去
膯	膯	ten5	滯膯
磴	磴	ten5	
隥	隥	ten5	
𩞬	𩞬	ten5	
嶝	嶝	ten5	
吞	吞	then1	
暾	暾	then1	
涒	涒	then1	
鼟	鼟	then1	
黗	黗	then1	
氽	氽	then3	
畽	畽	then3	
黗	黗	then3	
褪	褪	then5	
豚	豚	den2	
屯	屯	den2	
庉	庉	den2	
吨	吨	den2	
窀	窀	den2	
停	停	den2	
囤	囤	den2	
飩	饨	den2	
魨	鲀	den2	
沌	沌	den2	
忳	忳	den2	
芚	芚	den2	
豘	豘	den2	
軘	軘	den2	
疼	疼	den2	
滕	滕	den2	
藤	藤	den2	
籐	藤	den2	
螣	螣	den2	
騰	腾	den2	
謄	誊	den2	
儯	儯	den2	
縢	縢	den2	
臀	臀	den2	
臋	臀	den2	
𥷝	𥷝	den2	
鄧	邓	den2	
遁	遁	den2	
遯	遁	den2	
啍	啍	den2	
幐	幐	den2	
鰧	䲢	den2	
坉	坉	den2	
盾	盾	den6	
𨄇	𨄇	den6	
坉	坉	den6	
鈍	钝	den6	
扽	扽	den6	手伸進去摸取東西
砘	砘	den6	
炖	炖	den6	
僜	僜	den6	
幐	幐	den6	
鶨	鶨	den6	
能	能	nen2	
黁	黁	nen2	
寧	宁	nen6	僅限於「寧可」「寧使」等
寍	宁	nen6	僅限於「寧可」「寧使」等
寗	宁	nen6	僅限於「寧可」「寧使」等
寜	宁	nen6	僅限於「寧可」「寧使」等
寕	宁	nen6	僅限於「寧可」「寧使」等
嫩	嫩	nen6	
嫰	嫩	nen6	
媆	媆	nen6	
腝	腝	nen6	
抍	抍	nhen1	抍上去
掄	抡	nhen1	舉
能	能	nhen5	僅限於「能頭」「能能」
倫	伦	len2	
侖	仑	len2	
崙	仑	len2	
崘	仑	len2	
淪	沦	len2	
輪	轮	len2	
惀	𰑄	len2	想；估量
圇	囵	len2	囫圇
綸	纶	len2	
錀	𬬭	len2	化學元素
䑳	䑳	len2	
蜦	蜦	len2	
掄	抡	len2	
棆	棆	len2	
踚	踚	len2	
陯	陯	len2	
鯩	鯩	len2	
菕	芲	len2	
倰	倰	len2	狹倰倰
薐	薐	len2	
𦼊	𦼊	len2	
菱	菱	len2	又音
輘	輘	len2	
塄	塄	len2	
㔂	㔂	len2	刮去（樹皮、竹節）
㨆	㨆	len2	刮去（樹皮、竹節）
論	论	len2	論語
祾	祾	len2	
耣	耣	len6	
睔	睔	len6	
碖	碖	len6	
論	论	len6	
溣	溣	len6	
棱	棱	len6	
稜	棱	len6	
楞	楞	len6	
愣	愣	len6	
踜	踜	len6	
曾	曾	tsen1	姓
曽	曽	tsen1	姓
增	增	tsen1	
増	增	tsen1	
憎	憎	tsen1	
甑	甑	tsen1	陶器，口大於底，壁斜，口緣較厚，質粗厚而黃黑，一般盛菜肴用
罾	罾	tsen1	
噌	噌	tsen1	
繒	缯	tsen1	
潧	潧	tsen1	
鏳	鏳	tsen1	
璔	璔	tsen1	
熷	熷	tsen1	
矰	矰	tsen1	
譄	譄	tsen1	
朕	朕	tsen1	
尊	尊	tsen1	
遵	遵	tsen1	
樽	樽	tsen1	
罇	樽	tsen1	
墫	墫	tsen1	
繜	繜	tsen1	
斟	斟	tsen1	又音
椹	椹	tsen1	
爭	争	tsen1	文讀
箏	筝	tsen1	
掙	挣	tsen1	文讀
睜	睁	tsen1	文讀
錚	铮	tsen1	
猙	狰	tsen1	
棦	棦	tsen1	文讀
琤	琤	tsen1	
崢	峥	tsen1	
䋫	䋫	tsen1	
臻	臻	tsen1	
榛	榛	tsen1	
蓁	蓁	tsen1	
搸	搸	tsen1	
溱	溱	tsen1	
樼	樼	tsen1	
箴	箴	tsen1	
橧	橧	tsen1	
磳	磳	tsen1	
竲	竲	tsen1	
瀙	瀙	tsen1	
轃	轃	tsen1	
嶟	嶟	tsen1	
捘	捘	tsen3	用手擠壓
撙	撙	tsen3	
僔	僔	tsen3	
噂	噂	tsen3	
譐	譐	tsen3	
譖	谮	tsen5	
𧮂	谮	tsen5	
諍	诤	tsen5	
怎	怎	tsen5	
兂	兂	tsen5	
參	参	tshen1	參差
嵾	㟥	tshen1	
琛	琛	tshen1	
梫	梫	tshen1	
忖	忖	tshen3	
刌	刌	tshen3	
墋	墋	tshen3	
齓	齓	tshen3	
醦	醦	tshen3	
齔	龀	tshen3	
蹭	蹭	tshen5	
谶	谶	tshen5	
村	村	tshen5	
邨	村	tshen5	
寸	寸	tshen5	
吋	吋	tshen5	
襯	衬	tshen5	
櫬	榇	tshen5	
嚫	嚫	tshen5	
𧭼	𧭼	tshen5	
儭	𠋆	tshen5	
讖	谶	tshen5	
瀙	瀙	tshen5	
齔	龀	tshen5	
存	存	dzen2	
拵	拵	dzen2	
曾	曾	dzen2	
贈	赠	dzen2	
𦼏	𦼏	dzen2	
䉕	䉕	dzen2	
嶒	嶒	dzen2	
鄫	鄫	dzen2	
驓	𫘯	dzen2	
岑	岑	dzen2	
涔	涔	dzen2	
䫈	䫈	dzen2	
棖	枨	dzen2	
蹲	蹲	dzen2	虎蹲山
橧	橧	dzen2	
竲	竲	dzen2	
梣	梣	dzen2	
笒	笒	dzen2	
磳	磳	dzen2	
濜	浕	dzen2	
袸	袸	dzen2	
鱒	鳟	dzen6	
鐏	𨱔	dzen6	
鴆	鸩	dzen6	
栫	栫	dzen6	
臶	臶	dzen6	
生	生	sen1	文讀
牲	牲	sen1	文讀
甥	甥	sen1	文讀
笙	笙	sen1	
孫	孙	sen1	
遜	逊	sen1	
蓀	荪	sen1	
僧	僧	sen1	
鬙	鬙	sen1	
森	森	sen1	
參	参	sen1	人參
蔘	参	sen1	人參
葠	参	sen1	人參
蓡	参	sen1	人參
莘	莘	sen1	
曑	曑	sen1	
穼	穼	sen1	
薓	薓	sen1	
猻	狲	sen1	活猻
搎	搎	sen1	
飧	飧	sen1	
飱	飧	sen1	
蕵	蕵	sen1	
薞	薞	sen1	
甡	甡	sen1	
侁	侁	sen1	
兟	兟	sen1	
屾	屾	sen1	
扟	扟	sen1	
燊	燊	sen1	
籸	籸	sen1	
琛	琛	sen1	
槮	椮	sen1	
鉎	鉎	sen1	
珄	珄	sen1	
胜	胜	sen1	
苼	苼	sen1	
泩	泩	sen1	
棽	棽	sen1	
襳	襳	sen1	
鰺	鲹	sen1	
姺	姺	sen1	
阠	阠	sen1	
損	损	sen3	
矧	矧	sen3	
哂	哂	sen3	
𩩭	𩩭	sen3	
磣	碜	sen3	
瘮	瘆	sen3	
糂	糂	sen3	
糣	糣	sen3	
滲	渗	sen5	
巽	巽	sen5	
噀	噀	sen5	
罧	罧	sen5	
俕	俕	sen5	
閐	𨸃	sen5	
愻	𢙏	sen5	
潠	潠	sen5	
層	层	zen2	
層	层	zen6	又音
根	根	ken1	
跟	跟	ken1	
耕	耕	ken1	文讀
更	更	ken1	更換
哽	哽	ken1	
亙	亘	ken1	
亘	亘	ken1	
搄	搄	ken1	
庚	庚	ken1	文讀
賡	赓	ken1	
鶊	鹒	ken1	
珢	珢	ken1	
絙	𫄠	ken1	
縆	縆	ken1	
根	根	ken3	量詞
耿	耿	ken3	文讀
鯁	鲠	ken3	文讀
㾘	鲠	ken3	
綆	绠	ken3	
梗	梗	ken3	文讀
詪	詪	ken3	
更	更	ken5	文讀
茛	茛	ken5	
𣈶	暅	ken5	
暅	暅	ken5	
堩	堩	ken5	
揯	搄	ken5	
縆	縆	ken5	
珢	珢	ken5	
詪	詪	ken5	
鏗	铿	khen1	
硜	硜	khen1	
誙	誙	khen1	
㰢	㰢	khen1	
坑	坑	khen1	文讀
肯	肯	khen3	
肎	肯	khen3	
啃	啃	khen3	
懇	恳	khen3	
墾	垦	khen3	
掯	掯	khen3	掯腦子卜
哏	哏	khen3	形容咳嗽聲
